294	1334	427	1371	project_name
150	1989	296	2026	project_name
303	1989	420	2026	project_name
487	118	623	149	other
628	118	654	149	other
487	150	499	181	other
504	150	546	181	other
551	150	636	181	other
641	150	676	181	other
681	150	765	181	other
770	150	819	181	other
487	202	505	232	other
487	253	616	284	other
160	368	201	399	other
707	1202	810	1233	other
815	1202	871	1233	other
487	1266	499	1297	other
504	1266	607	1297	other
611	1266	679	1297	other
684	1266	716	1297	other
721	1266	814	1297	other
150	1377	222	1408	other
231	1377	243	1408	other
160	1441	292	1472	other
487	1441	596	1472	other
601	1441	687	1472	other
160	1507	315	1538	other
487	1492	499	1523	other
504	1492	606	1523	other
611	1492	753	1523	other
758	1492	874	1523	other
879	1492	978	1523	other
983	1492	1132	1523	other
487	1524	499	1555	other
504	1524	546	1555	other
551	1524	636	1555	other
641	1524	676	1555	other
681	1524	765	1555	other
770	1524	819	1555	other
160	1576	235	1606	other
240	1576	295	1606	other
487	1576	505	1606	other
160	1627	201	1658	other
207	1627	317	1658	other
487	1627	616	1658	other
487	1742	499	1773	other
504	1742	597	1773	other
602	1742	665	1773	other
487	1678	499	1709	other
504	1678	609	1709	other
150	1334	287	1371	project_name
993	805	1027	836	other
668	304	753	335	other
487	2147	506	2178	other
951	2096	1026	2127	other
842	2096	946	2127	other
758	2096	837	2127	other
735	2096	753	2127	other
665	2096	730	2127	other
593	2096	660	2127	other
487	2096	588	2127	other
231	2032	243	2063	other
150	2032	222	2063	other
903	1921	967	1952	other
805	1921	897	1952	other
722	1921	800	1952	other
684	1921	717	1952	other
611	1921	679	1952	other
504	1921	607	1952	other
487	1921	499	1952	other
922	1857	1018	1888	other
845	1857	910	1888	other
738	1857	840	1888	other
687	1857	733	1888	other
633	1857	682	1888	other
504	1857	628	1888	other
487	1857	499	1888	other
504	1889	588	1920	other
487	1889	499	1920	other
615	304	663	335	other
504	304	609	335	other
487	304	499	335	other
602	368	665	399	other
504	1806	556	1837	other
504	368	597	399	other
487	368	499	399	other
160	515	342	546	other
347	515	414	546	other
248	658	324	689	other
160	722	292	753	other
160	820	315	851	other
160	921	235	951	other
240	921	295	951	other
160	1087	201	1118	other
207	1087	412	1118	other
160	1234	342	1265	other
347	1234	414	1265	other
248	1377	324	1408	other
160	1742	201	1773	other
207	1742	412	1773	other
160	118	315	149	other
160	202	235	232	other
240	202	295	232	other
160	253	201	284	other
207	253	317	284	other
248	2032	324	2063	other
160	2096	292	2127	other
445	615	579	652	project_name
294	615	439	652	project_name
150	615	287	652	project_name
207	368	412	399	other
487	1806	499	1837	other
621	1774	683	1805	other
504	1774	616	1805	other
487	1774	499	1805	other
504	1710	670	1741	other
487	1710	499	1741	other
668	1678	753	1709	other
615	1678	663	1709	other
1063	805	1104	836	other
1032	805	1058	836	other
347	1889	414	1920	other
160	1889	342	1920	other
561	1806	637	1837	other
487	336	499	367	other
504	336	670	367	other
487	400	499	431	other
504	400	616	431	other
621	400	683	431	other
487	432	499	463	other
504	432	556	463	other
561	432	637	463	other
487	515	499	546	other
504	515	588	546	other
487	483	499	514	other
504	483	571	514	other
576	483	610	514	other
615	483	679	514	other
684	483	733	514	other
738	483	784	514	other
788	483	891	514	other
896	483	961	514	other
966	483	1041	514	other
1046	483	1102	514	other
487	547	499	578	other
504	547	607	578	other
611	547	679	578	other
684	547	717	578	other
722	547	800	578	other
805	547	897	578	other
903	547	967	578	other
150	658	222	689	other
231	658	243	689	other
487	722	596	753	other
601	722	687	753	other
487	773	499	804	other
504	773	606	804	other
611	773	659	804	other
664	773	724	804	other
728	773	777	804	other
782	773	936	804	other
941	773	1042	804	other
1047	773	1162	804	other
1167	773	1225	804	other
1230	773	1272	804	other
1277	773	1339	804	other
1344	773	1453	804	other
487	805	588	836	other
593	805	731	836	other
736	805	873	836	other
878	805	988	836	other
504	1151	556	1182	other
487	1234	499	1265	other
504	1234	588	1265	other
487	1202	499	1233	other
504	1202	597	1233	other
602	1202	651	1233	other
487	1055	499	1086	other
656	1202	702	1233	other
511	2147	566	2178	other
571	2147	593	2178	other
598	2147	640	2178	other
645	2147	741	2178	other
746	2147	795	2178	other
800	2147	869	2178	other
874	2147	960	2178	other
965	2147	1012	2178	other
1017	2147	1109	2178	other
1114	2147	1223	2178	other
1228	2147	1373	2178	other
1378	2147	1485	2178	other
487	2179	610	2210	other
615	2179	673	2210	other
678	2179	734	2210	other
739	2179	773	2210	other
778	2179	834	2210	other
839	2179	927	2210	other
487	2211	499	2242	other
504	2211	580	2242	other
585	2211	637	2242	other
642	2211	1099	2242	other
487	2243	499	2274	other
504	2243	594	2274	other
599	2243	670	2274	other
675	2243	1130	2274	other
561	1151	637	1182	other
668	1023	753	1054	other
1109	805	1195	836	other
1200	805	1301	836	other
1306	805	1395	836	other
1400	805	1426	836	other
487	837	499	868	other
504	837	546	868	other
551	837	636	868	other
641	837	676	868	other
681	837	765	868	other
770	837	819	868	other
487	869	499	900	other
504	869	673	900	other
678	869	720	900	other
487	921	505	951	other
160	972	201	1003	other
207	972	317	1003	other
487	972	616	1003	other
487	1087	499	1118	other
504	1087	597	1118	other
602	1087	665	1118	other
487	1023	499	1054	other
504	1023	609	1054	other
615	1023	663	1054	other
504	1055	670	1086	other
487	1119	499	1150	other
504	1119	616	1150	other
621	1119	683	1150	other
487	1151	499	1182	other
