1138	2108	1164	2141	other
36	865	59	894	other
34	803	60	832	other
315	687	394	720	other
223	687	320	720	other
111	687	228	720	other
242	625	353	675	name
148	625	234	675	name
959	87	1258	124	other
849	87	952	124	other
831	87	842	124	other
728	87	824	124	other
649	87	721	124	other
577	87	642	124	other
500	87	570	124	other
1275	46	1355	84	other
1190	46	1268	84	other
1106	46	1183	84	other
996	46	1099	84	other
936	46	989	84	other
828	46	929	84	other
718	46	821	84	other
593	46	711	84	other
487	46	586	84	other
405	46	480	84	other
151	1047	210	1080	address
72	1047	147	1080	address
732	2185	862	2218	other
629	2185	729	2218	other
544	2185	625	2218	other
1570	2146	1623	2179	other
606	1116	750	1149	other
625	1944	671	1977	other
675	1944	771	1977	other
775	1944	891	1977	other
894	1944	983	1977	other
987	1944	1131	1977	other
1135	1944	1251	1977	other
1255	1944	1324	1977	other
1328	1944	1432	1977	other
1436	1944	1460	1977	other
1464	1944	1570	1977	other
544	2108	554	2141	other
558	2108	685	2141	other
689	2108	713	2141	other
717	2108	734	2141	other
738	2108	821	2141	other
825	2108	876	2141	other
880	2108	919	2141	other
923	2108	1022	2141	other
1026	2108	1134	2141	other
36	927	59	955	other
1168	2108	1298	2141	other
1302	2108	1320	2141	other
1324	2108	1421	2141	other
1425	2108	1471	2141	other
1475	2108	1566	2141	other
544	2146	683	2179	other
687	2146	713	2179	other
717	2146	824	2179	other
827	2146	853	2179	other
857	2146	916	2179	other
920	2146	937	2179	other
941	2146	1047	2179	other
1051	2146	1185	2179	other
1189	2146	1290	2179	other
1294	2146	1343	2179	other
1347	2146	1406	2179	other
1410	2146	1435	2179	other
1404	1077	1543	1110	other
1547	1077	1583	1110	other
544	1116	602	1149	other
734	382	872	414	major
623	382	730	414	major
1521	2016	1629	2046	company_date
1504	2016	1517	2046	company_date
1404	2016	1500	2046	company_date
666	2014	792	2047	company_name
544	2014	661	2047	company_name
1414	1188	1510	1218	company_date
709	1186	843	1219	company_name
604	1186	705	1219	company_name
615	638	666	670	company_name
544	638	611	670	company_name
1532	345	1628	375	school_date
72	1148	263	1181	website
72	1109	467	1142	website
329	1047	399	1080	address
266	1047	325	1080	address
214	1047	262	1080	address
1277	1077	1400	1110	other
1214	1077	1273	1110	other
1164	1077	1210	1110	other
1068	1077	1160	1110	other
1010	1077	1064	1110	other
965	1077	1006	1110	other
907	1077	961	1110	other
840	1077	903	1110	other
700	1077	836	1110	other
638	1077	696	1110	other
544	1077	634	1110	other
1564	1039	1623	1072	other
1426	1039	1560	1072	other
1396	1039	1422	1072	other
1243	1039	1392	1072	other
1221	1039	1239	1072	other
1172	1039	1217	1072	other
1013	1039	1168	1072	other
982	1039	1009	1072	other
907	1039	978	1072	other
864	1039	903	1072	other
802	1039	860	1072	other
642	1039	798	1072	other
558	1039	638	1072	other
544	1039	554	1072	other
812	1000	952	1033	other
699	1000	808	1033	other
544	1000	695	1033	other
1433	962	1479	995	other
1311	962	1429	995	other
1272	962	1307	995	other
1159	962	1268	995	other
1014	962	1155	995	other
984	962	1010	995	other
911	962	980	995	other
753	962	907	995	other
697	962	749	995	other
558	962	693	995	other
544	962	554	995	other
1480	885	1572	918	other
1450	885	1476	918	other
1337	885	1446	918	other
