414	1413	516	1455	other
1153	2030	1293	2072	other
538	2082	598	2123	other
364	2082	531	2123	other
607	2082	704	2123	other
314	2080	340	2122	other
414	1156	486	1198	other
493	1156	599	1198	other
364	1207	385	1249	other
414	1208	484	1249	other
491	1208	556	1249	other
364	1258	385	1300	other
414	1259	484	1300	other
491	1259	547	1300	other
364	1310	385	1351	other
414	1310	526	1352	other
533	1310	672	1352	other
364	1361	385	1403	other
414	1362	527	1403	other
534	1362	733	1403	other
740	1362	797	1403	other
364	1412	385	1454	other
414	1722	527	1763	other
533	1722	590	1763	other
597	1722	667	1763	other
364	1772	385	1814	other
316	728	446	769	school_date
516	728	645	769	school_date
1065	727	1164	768	school_name
1171	727	1218	768	school_name
1226	727	1288	768	school_name
214	376	417	418	other
424	376	627	418	other
891	430	1012	471	other
891	486	999	527	other
1007	486	1020	527	other
364	1464	385	1506	other
414	1465	503	1506	other
511	1465	647	1506	other
656	1465	804	1506	other
214	430	309	472	school_date
316	430	396	472	school_date
404	430	439	472	school_date
456	430	536	472	school_date
1020	430	1091	471	school_name
364	1516	385	1557	other
414	1516	505	1558	other
512	1516	569	1558	other
577	1516	686	1558	other
693	1516	752	1558	other
364	1567	385	1609	other
414	1567	504	1609	other
510	1567	582	1609	other
589	1567	749	1609	other
757	1567	790	1609	other
796	1567	918	1609	other
364	1618	385	1660	other
414	1619	546	1661	other
553	1619	802	1661	other
810	1619	965	1661	other
972	1619	1101	1661	other
364	1670	385	1711	other
414	1670	557	1712	other
564	1670	670	1712	other
364	1721	385	1763	other
1098	430	1162	471	school_name
1168	430	1190	471	school_name
1198	430	1278	471	school_name
1285	430	1363	471	school_name
214	486	309	528	school_date
316	486	446	528	school_date
454	486	489	528	school_date
496	486	626	528	school_date
1027	486	1194	527	school_name
956	538	1113	579	school_name
1119	538	1275	579	school_name
1201	589	1377	631	major
1006	589	1195	631	major
1200	486	1236	527	school_name
1243	486	1402	527	school_name
891	538	949	579	school_name
214	728	309	769	school_date
464	728	499	769	school_date
626	1054	908	1095	other
1033	2030	1146	2072	other
949	2030	1026	2072	other
883	2030	942	2072	other
750	2030	876	2072	other
527	2030	743	2072	other
364	2030	519	2072	other
314	2029	340	2071	other
529	1979	586	2020	other
414	1979	522	2020	other
364	1978	385	2020	other
886	1928	945	1969	other
740	1928	879	1969	other
617	1928	732	1969	other
488	1928	610	1969	other
414	1928	482	1969	other
364	1927	385	1969	other
576	1876	662	1918	other
512	1876	569	1918	other
414	1876	505	1918	other
364	1876	385	1917	other
576	1825	697	1867	other
512	1825	569	1867	other
414	1825	505	1867	other
364	1824	385	1866	other
635	1773	751	1814	other
491	1773	627	1814	other
414	1773	484	1814	other
598	1413	695	1455	other
523	1413	590	1455	other
364	1156	385	1197	other
626	1106	641	1147	other
531	1106	618	1147	other
364	1106	524	1147	other
314	1104	340	1146	other
314	1054	619	1095	other
264	1053	298	1095	other
214	948	307	989	other
1048	795	1363	836	other
1028	795	1041	836	other
891	795	1020	836	other
1015	727	1048	768	other
891	727	1007	768	other
1054	670	1398	711	other
1035	670	1048	711	other
891	670	1029	711	other
891	589	1000	631	other
