120	783	334	827	other
117	858	237	893	project_name
243	858	297	893	project_name
302	858	438	893	project_name
444	858	523	893	project_name
528	858	575	893	project_name
581	858	686	893	project_name
692	858	821	893	project_name
826	858	880	893	project_name
885	858	1061	893	project_name
1066	858	1184	893	project_name
128	1223	177	1258	other
314	1415	379	1450	other
182	1223	293	1258	other
128	1300	177	1335	other
214	1165	267	1200	other
128	1415	309	1450	other
182	1300	389	1335	other
128	1165	209	1200	other
1409	529	1551	564	other
128	1069	289	1104	other
128	973	266	1008	other
1409	467	1551	502	other
347	903	425	938	other
286	903	342	938	other
267	903	280	938	other
195	903	262	938	other
117	903	189	938	other
559	713	688	748	other
694	713	786	748	other
791	713	840	748	other
846	713	929	748	other
934	713	958	748	other
964	713	1058	748	other
1063	713	1207	748	other
1213	713	1276	748	other
120	98	361	141	other
117	196	246	231	other
117	247	191	282	other
197	247	221	282	other
226	247	243	282	other
248	247	315	282	other
320	247	410	282	other
415	247	464	282	other
469	247	525	282	other
531	247	611	282	other
616	247	644	282	other
649	247	728	282	other
733	247	782	282	other
788	247	845	282	other
851	247	893	282	other
898	247	956	282	other
961	247	1099	282	other
1104	247	1133	282	other
1139	247	1311	282	other
1316	247	1344	282	other
1349	247	1418	282	other
1423	247	1440	282	other
117	286	257	321	other
262	286	352	321	other
357	286	506	321	other
511	286	560	321	other
565	286	593	321	other
598	286	713	321	other
718	286	836	321	other
842	286	951	321	other
956	286	998	321	other
1004	286	1118	321	other
1123	286	1153	321	other
1158	286	1260	321	other
1266	286	1315	321	other
1320	286	1438	321	other
1443	286	1505	321	other
1510	286	1539	321	other
117	324	216	359	other
221	324	360	359	other
365	324	544	359	other
549	324	609	359	other
614	324	699	359	other
704	324	765	359	other
771	324	800	359	other
805	324	982	359	other
988	324	1036	359	other
1042	324	1149	359	other
1155	324	1331	359	other
120	405	298	449	other
305	405	342	449	other
349	405	532	449	other
120	614	269	658	other
1073	2256	1118	2278	other
1020	2256	1070	2278	other
978	2256	1018	2278	other
937	2256	975	2278	other
926	2256	935	2278	other
860	2256	923	2278	other
246	2254	563	2276	other
203	2254	243	2276	other
1469	2266	1575	2297	other
1441	2266	1464	2297	other
775	1454	856	1489	other
672	1454	769	1489	other
591	1454	667	1489	other
488	1454	585	1489	other
470	1454	483	1489	other
518	1377	604	1412	other
488	1377	512	1412	other
470	1377	483	1412	other
543	1415	618	1450	other
488	1415	537	1450	other
470	1415	483	1450	other
975	1319	1099	1354	other
838	1319	970	1354	other
734	1319	832	1354	other
701	1319	728	1354	other
609	1319	695	1354	other
562	1319	604	1354	other
488	1319	557	1354	other
470	1319	483	1354	other
892	1281	987	1316	other
774	1281	887	1316	other
716	1281	768	1316	other
619	1281	711	1316	other
488	1281	614	1316	other
470	1281	483	1316	other
538	1223	640	1258	other
470	1223	533	1258	other
470	1165	488	1200	other
470	1108	574	1143	other
1403	1031	1461	1066	other
1316	1031	1398	1066	other
1265	1031	1310	1066	other
1147	1031	1260	1066	other
1093	1031	1142	1066	other
960	1031	1087	1066	other
846	1031	955	1066	other
749	1031	840	1066	other
691	1031	743	1066	other
644	1031	686	1066	other
522	1031	639	1066	other
470	1031	517	1066	other
1461	1069	1512	1104	other
1416	1069	1456	1104	other
1287	1069	1411	1104	other
1230	1069	1282	1104	other
1104	1069	1224	1104	other
1071	1069	1099	1104	other
912	1069	1066	1104	other
865	1069	907	1104	other
788	1069	860	1104	other
671	1069	783	1104	other
604	1069	665	1104	other
470	1069	599	1104	other
694	973	787	1008	other
568	973	688	1008	other
470	973	563	1008	other
765	529	919	564	awards
117	467	193	502	awards
117	529	204	564	awards
381	529	518	564	awards
209	529	375	564	awards
304	467	415	502	awards
626	529	760	564	awards
198	467	299	502	awards
421	467	590	502	awards
596	467	714	502	awards
524	529	620	564	awards
117	156	225	191	other
230	156	352	191	other
1428	156	1479	191	other
1484	156	1551	191	other
117	672	246	707	other
559	672	721	707	other
726	672	835	707	other
840	672	957	707	other
117	713	248	748	other
1121	2256	1166	2278	other
1169	2256	1194	2278	other
1197	2256	1242	2278	other
1245	2256	1279	2278	other
1282	2256	1318	2278	other
1320	2256	1364	2278	other
1366	2256	1375	2278	other
1378	2256	1547	2278	other
