839	1934	857	1969	other
209	293	382	327	other
387	293	623	327	other
509	502	613	536	other
611	452	681	487	other
509	353	563	388	other
568	353	647	388	other
509	403	590	437	other
509	550	605	585	other
610	550	693	585	other
779	550	861	585	other
509	600	608	634	other
613	600	727	634	other
596	651	703	685	other
205	1416	311	1450	other
577	452	606	487	other
509	452	571	487	other
779	403	912	437	other
596	403	708	437	other
1065	175	1216	225	other
721	175	1056	225	other
779	452	827	487	date_of_birth
832	452	874	487	date_of_birth
879	452	944	487	date_of_birth
779	502	874	536	gender
779	600	830	634	address
340	1476	443	1510	company_date
696	1475	815	1509	company_name
821	1475	938	1509	company_name
743	1516	876	1551	position
779	353	872	388	name
695	925	752	959	other
757	925	805	959	other
810	925	882	959	other
887	925	907	959	other
912	925	952	959	other
957	925	1055	959	other
1060	925	1073	959	other
1078	925	1141	959	other
1146	925	1174	959	other
1329	925	1372	959	other
1179	925	1324	959	other
316	1416	524	1450	other
565	1276	578	1310	other
696	1234	708	1268	other
612	1234	691	1268	other
565	1234	578	1268	other
208	1132	402	1166	other
311	1010	407	1044	other
1428	967	1467	1002	other
1285	967	1423	1002	other
1120	967	1280	1002	other
979	967	1115	1002	other
910	967	974	1002	other
855	967	905	1002	other
800	967	850	1002	other
726	967	795	1002	other
649	967	721	1002	other
591	967	644	1002	other
543	967	585	1002	other
398	967	537	1002	other
311	967	393	1002	other
1377	925	1436	959	other
509	651	590	685	other
779	651	938	685	phone
509	724	596	758	other
787	724	1132	758	email
206	829	341	864	other
346	829	459	864	other
267	872	282	909	other
311	874	417	909	other
422	874	479	909	other
484	874	563	909	other
877	353	932	388	name
568	874	628	909	other
633	874	651	909	other
657	874	726	909	other
731	874	789	909	other
267	923	282	960	other
311	925	376	959	other
382	925	423	959	other
428	925	570	959	other
575	925	604	959	other
609	925	690	959	other
1012	1192	1138	1227	school_name
967	1192	1007	1227	school_name
810	1192	962	1227	school_name
792	1192	805	1227	school_name
645	1192	787	1227	school_name
610	1192	639	1227	school_name
471	1192	605	1227	school_name
329	1193	419	1228	school_date
306	1193	324	1228	school_date
195	1193	300	1228	school_date
1264	600	1313	634	address
1219	600	1258	634	address
1110	600	1214	634	address
1036	600	1104	634	address
993	600	1031	634	address
904	600	988	634	address
836	600	899	634	address
946	353	1078	388	name
623	1516	737	1551	other
482	1475	607	1509	other
612	1475	691	1509	other
316	1476	335	1510	company_date
576	1516	589	1551	other
205	1476	311	1510	company_date
690	1276	757	1310	grade
612	1276	685	1310	grade
870	1234	965	1268	major
713	1234	865	1268	major
