99	1142	231	1175	other
266	1142	313	1175	other
318	1142	400	1175	other
405	1142	457	1175	other
462	1142	490	1175	other
495	1142	615	1175	other
84	1183	95	1216	other
99	1183	161	1216	other
166	1183	295	1216	other
300	1183	350	1216	other
355	1183	385	1216	other
389	1183	434	1216	other
439	1183	544	1216	other
548	1183	589	1216	other
593	1183	750	1216	other
84	1224	217	1256	other
221	1224	262	1256	other
266	1224	410	1256	other
416	1224	468	1256	other
473	1224	575	1256	other
579	1224	678	1256	other
84	1264	244	1297	other
84	1305	95	1338	other
100	1305	152	1338	other
157	1305	238	1338	other
243	1305	272	1338	other
277	1305	350	1338	other
355	1305	399	1338	other
954	259	1123	292	other
681	299	692	332	other
697	299	823	332	other
828	299	880	332	other
885	299	1047	332	other
1051	299	1131	332	other
1136	299	1284	332	other
1289	299	1401	332	other
1405	299	1489	332	other
1494	299	1530	332	other
681	340	832	373	other
836	340	998	373	other
681	381	692	413	other
697	381	843	413	other
847	381	962	413	other
966	381	1075	413	other
1080	381	1120	413	other
1125	381	1205	413	other
1209	381	1309	413	other
1313	381	1390	413	other
1394	381	1479	413	other
1484	381	1576	413	other
681	421	941	454	other
681	462	692	494	other
697	462	790	494	other
795	462	909	494	other
913	462	1040	494	other
1045	462	1085	494	other
1090	462	1170	494	other
1174	462	1357	494	other
1361	462	1424	494	other
1429	462	1521	494	other
681	502	784	535	other
681	543	692	576	other
697	543	806	576	other
811	543	877	576	other
882	543	941	576	other
946	543	1039	576	other
1043	543	1195	576	other
1200	543	1261	576	other
1266	543	1374	576	other
681	583	692	616	other
697	583	807	616	other
811	583	870	616	other
875	583	983	616	other
987	583	1060	616	other
1064	583	1158	616	other
84	1142	95	1175	other
235	1142	262	1175	other
1103	2255	1148	2278	other
1228	1198	1294	1231	certificate
1112	1198	1223	1231	certificate
937	1198	1107	1231	certificate
859	1198	932	1231	certificate
1177	1085	1258	1118	certificate
1075	1085	1172	1118	certificate
978	1085	1071	1118	certificate
859	1085	974	1118	certificate
1386	931	1492	964	certificate
1246	931	1381	964	certificate
1115	931	1242	964	certificate
995	931	1110	964	certificate
859	931	990	964	certificate
681	217	843	252	company_name
1359	176	1523	211	company_name
1173	176	1354	211	company_name
852	176	1167	211	company_name
681	176	846	211	company_name
233	218	297	251	company_date
218	218	229	251	company_date
148	218	217	251	company_date
84	218	143	251	company_date
186	178	329	211	position
84	178	181	211	position
1465	818	1542	851	certificate
1426	818	1460	851	certificate
1319	818	1422	851	certificate
1061	818	1175	851	certificate
1180	818	1314	851	certificate
859	818	936	851	certificate
941	818	1056	851	certificate
404	1305	472	1338	other
477	1305	507	1338	other
511	1305	556	1338	other
561	1305	670	1338	other
675	1305	727	1338	other
84	1345	168	1378	other
173	1345	323	1378	other
327	1345	432	1378	other
436	1345	508	1378	other
513	1345	663	1378	other
1496	931	1507	964	other
859	972	976	1005	other
981	972	1108	1005	other
859	1012	914	1045	other
919	1012	988	1045	other
1263	1085	1274	1118	other
1278	1085	1373	1118	other
1377	1085	1504	1118	other
859	1125	914	1158	other
918	1125	988	1158	other
1299	1198	1309	1231	other
1314	1198	1409	1231	other
1413	1198	1540	1231	other
859	1238	914	1271	other
918	1238	988	1271	other
859	1433	943	1466	other
1219	1433	1293	1466	other
859	1505	969	1538	other
974	1505	1044	1538	other
1219	1505	1324	1538	other
1329	1505	1387	1538	other
1392	1505	1435	1538	other
1440	1505	1535	1538	other
1482	2267	1503	2296	other
1508	2267	1606	2296	other
171	2253	211	2275	other
214	2253	511	2275	other
891	2255	953	2278	other
956	2255	965	2278	other
967	2255	1005	2278	other
1008	2255	1048	2278	other
1050	2255	1100	2278	other
1151	2255	1196	2278	other
1199	2255	1224	2278	other
1227	2255	1272	2278	other
1275	2255	1309	2278	other
1312	2255	1348	2278	other
1350	2255	1393	2278	other
1396	2255	1405	2278	other
1408	2255	1577	2278	other
203	940	229	973	other
234	940	267	973	other
272	940	317	973	other
321	940	404	973	other
409	940	478	973	other
84	980	95	1013	other
99	980	280	1013	other
285	980	337	1013	other
342	980	544	1013	other
549	980	657	1013	other
661	980	742	1013	other
84	1057	338	1107	other
859	1347	1101	1397	other
681	65	692	98	other
697	65	807	98	other
811	65	870	98	other
875	65	1016	98	other
1021	65	1139	98	other
1144	65	1225	98	other
681	259	761	292	other
766	259	892	292	other
897	259	949	292	other
84	733	321	783	other
330	733	559	783	other
859	733	1222	783	other
84	818	95	851	other
99	818	204	851	other
208	818	542	851	other
547	818	599	851	other
604	818	691	851	other
696	818	725	851	other
730	818	798	851	other
84	859	95	891	other
99	859	208	891	other
213	859	321	891	other
325	859	378	891	other
382	859	575	891	other
859	859	918	891	other
922	859	992	891	other
84	899	95	932	other
99	899	289	932	other
293	899	400	932	other
405	899	519	932	other
523	899	575	932	other
580	899	716	932	other
84	940	95	973	other
100	940	198	973	other
