263	1711	273	1744	other
637	1673	729	1706	other
520	1673	633	1706	other
489	1673	516	1706	other
440	1673	485	1706	other
363	1673	436	1706	other
277	1673	359	1706	other
263	1673	273	1706	other
326	1634	509	1667	other
263	1634	322	1667	other
777	1440	836	1473	other
700	1440	730	1473	other
599	1440	696	1473	other
565	1440	595	1473	other
482	1440	561	1473	other
415	1440	478	1473	other
385	1440	411	1473	other
277	1440	381	1473	other
263	1440	273	1473	other
725	1402	823	1435	other
633	1402	721	1435	other
583	1402	629	1435	other
548	1402	579	1435	other
498	1402	544	1435	other
410	1402	494	1435	other
333	1402	406	1435	other
628	1750	654	1782	other
520	1750	624	1782	other
423	1750	516	1782	other
374	1750	419	1782	other
277	1750	370	1782	other
263	1750	273	1782	other
763	1711	916	1744	other
618	1711	759	1744	other
588	1711	614	1744	other
530	1711	584	1744	other
423	1711	526	1744	other
374	1711	419	1744	other
277	1711	370	1744	other
734	1440	773	1473	other
606	1363	673	1396	other
446	1363	602	1396	other
392	1363	442	1396	other
277	1363	388	1396	other
263	1363	273	1396	other
599	1325	732	1358	other
443	1325	595	1358	other
333	1325	439	1358	other
277	1325	329	1358	other
263	1325	273	1358	other
431	1287	577	1320	other
377	1287	427	1320	other
263	1287	373	1320	other
908	1248	1036	1281	other
774	1248	904	1281	other
594	1248	770	1281	other
548	1248	590	1281	other
677	1363	713	1396	other
263	1402	329	1435	other
716	1363	756	1396	other
842	660	1100	693	school_name
137	699	151	728	school_date
88	736	131	769	school_date
136	736	199	769	school_date
342	713	497	746	major
501	713	638	746	major
642	713	731	746	major
263	751	322	784	grade
760	1363	819	1396	other
823	1363	849	1396	other
853	1363	955	1396	other
959	1363	1080	1396	other
137	1004	151	1033	company_date
391	965	438	998	company_name
318	965	387	998	company_name
263	965	314	998	company_name
136	965	199	998	company_date
87	965	132	998	company_date
1176	577	1374	623	other
263	790	309	823	other
263	713	338	746	other
1555	736	1590	769	other
1423	736	1551	769	other
1331	736	1419	769	other
1281	736	1327	769	other
1251	736	1277	769	other
1176	736	1247	769	other
1454	660	1581	693	other
1325	660	1450	693	other
1281	660	1321	693	other
1176	660	1277	693	other
90	1543	130	1575	company_date
134	1543	197	1575	company_date
263	1543	308	1575	company_name
313	1543	401	1575	company_name
1218	1860	1291	1893	other
1218	1790	1358	1823	other
1176	1708	1374	1753	other
1176	1570	1271	1603	other
1176	1487	1270	1520	other
1176	1404	1273	1437	other
1176	1321	1291	1354	other
1176	1238	1211	1271	other
1176	1154	1271	1187	other
1176	1071	1262	1104	other
1176	988	1315	1021	other
1176	906	1300	952	other
1378	813	1463	846	other
1329	813	1374	846	other
1219	813	1325	846	other
1176	813	1215	846	other
1545	775	1571	808	other
1445	775	1541	808	other
1380	775	1441	808	other
1346	775	1376	808	other
1294	775	1342	808	other
1260	775	1290	808	other
1176	775	1256	808	other
1498	698	1537	731	other
1398	698	1494	731	other
1368	698	1394	731	other
263	1944	408	1976	position
140	1967	203	2000	company_date
84	1967	136	2000	company_date
137	1930	151	1958	company_date
997	1890	1107	1923	company_name
842	1890	993	1923	company_name
706	1890	838	1923	company_name
472	1890	702	1923	company_name
263	1890	468	1923	company_name
134	1890	197	1923	company_date
90	1890	130	1923	company_date
625	1596	747	1629	position
538	1596	621	1629	position
404	1596	534	1629	position
263	1596	400	1629	position
136	1619	199	1652	company_date
87	1619	132	1652	company_date
137	1582	151	1611	company_date
1312	698	1364	731	other
177	882	397	928	other
498	1248	544	1281	other
458	1248	494	1281	other
430	1248	454	1281	other
355	1248	426	1281	other
277	1248	351	1281	other
263	1248	273	1281	other
809	1210	892	1243	other
783	1210	805	1243	other
692	1210	779	1243	other
624	1210	688	1243	other
494	1210	620	1243	other
399	1210	490	1243	other
349	1210	394	1243	other
277	1210	345	1243	other
263	1210	273	1243	other
263	1172	342	1204	other
970	1133	1093	1166	other
881	1133	966	1166	other
775	1133	877	1166	other
641	1133	771	1166	other
619	1133	637	1166	other
579	1133	615	1166	other
562	1133	575	1166	other
531	1133	558	1166	other
447	1133	527	1166	other
277	1133	443	1166	other
263	1133	273	1166	other
1003	1095	1122	1128	other
902	1095	999	1128	other
780	1095	898	1128	other
733	1095	776	1128	other
618	1095	729	1128	other
431	1095	614	1128	other
344	1095	427	1128	other
277	1095	340	1128	other
263	1095	273	1128	other
326	1056	509	1089	other
263	1056	322	1089	other
644	790	730	823	other
616	790	640	823	other
525	790	612	823	other
444	790	522	823	other
418	790	440	823	other
313	790	414	823	other
62	882	170	928	other
1176	698	1202	731	other
1206	698	1308	731	other
374	1018	462	1051	position
263	1018	370	1051	position
94	1041	190	1074	company_date
630	2136	727	2168	other
658	1750	754	1782	other
758	1750	910	1782	other
914	1750	1025	1782	other
755	2097	913	2130	other
700	2097	751	2130	other
670	2097	696	2130	other
571	2097	666	2130	other
528	2097	567	2130	other
500	2097	524	2130	other
371	2097	496	2130	other
277	2097	367	2130	other
263	2097	273	2130	other
263	2059	340	2092	other
845	2020	1043	2053	other
731	2020	841	2053	other
624	2020	727	2053	other
463	2020	620	2053	other
377	2020	459	2053	other
277	2020	373	2053	other
263	2020	273	2053	other
326	1982	509	2015	other
263	1982	322	2015	other
693	1826	771	1859	other
573	1826	689	1859	other
453	1826	569	1859	other
414	1826	449	1859	other
341	1826	410	1859	other
277	1826	337	1859	other
263	1826	273	1859	other
764	1788	883	1821	other
714	1788	760	1821	other
585	1788	710	1821	other
490	1788	581	1821	other
434	1788	486	1821	other
343	1788	430	1821	other
277	1788	339	1821	other
870	2212	976	2245	other
790	2212	866	2245	other
741	2212	786	2245	other
472	660	702	693	school_name
263	660	468	693	school_name
326	751	404	784	grade
138	660	201	693	school_date
86	660	134	693	school_date
1563	355	1609	388	phone
1513	355	1559	388	phone
1463	355	1509	388	phone
1412	355	1459	388	phone
1509	261	1608	294	address
1429	261	1505	294	address
706	660	838	693	school_name
664	2212	737	2245	other
637	2212	660	2245	other
507	2212	633	2245	other
375	2212	503	2245	other
277	2212	371	2245	other
263	2212	273	2245	other
621	2174	765	2207	other
544	2174	617	2207	other
504	2174	540	2207	other
436	2174	500	2207	other
408	2174	432	2207	other
277	2174	404	2207	other
263	2174	273	2207	other
471	2136	627	2168	other
432	2136	467	2168	other
917	2097	991	2130	other
321	2136	428	2168	other
263	2136	317	2168	other
995	2097	1095	2130	other
62	577	271	623	other
263	1788	273	1821	other
401	109	476	146	other
483	109	582	146	other
589	109	707	146	other
714	109	817	146	other
824	109	925	146	other
932	109	985	146	other
992	109	1095	146	other
1102	109	1179	146	other
1186	109	1264	146	other
1271	109	1351	146	other
491	150	561	187	other
567	150	633	187	other
639	150	758	187	other
765	150	828	187	other
835	150	846	187	other
853	150	956	187	other
963	150	1261	187	other
369	270	653	350	name
672	270	815	350	name
369	360	492	397	other
497	360	597	397	other
1304	308	1606	341	email
