1043	1042	1135	1075	other
1196	1042	1248	1075	other
1252	1042	1341	1075	other
690	2075	795	2108	major
1548	2036	1613	2067	school_date
1533	2036	1544	2067	school_date
874	1866	952	1899	certificate
957	1866	994	1899	certificate
601	2034	710	2067	school_name
715	2034	830	2067	school_name
168	1480	279	1512	address
78	1571	533	1604	website
78	1612	196	1645	website
601	1866	737	1899	certificate
742	1866	768	1899	certificate
772	1866	870	1899	certificate
165	2186	288	2219	other
1034	265	1075	298	other
994	630	1030	663	other
1035	630	1127	663	other
601	671	612	704	other
624	671	733	704	other
1465	2036	1529	2067	school_date
738	671	830	704	other
834	671	882	704	other
887	671	944	704	other
949	671	1070	704	other
601	961	687	994	other
601	1002	612	1034	other
617	1002	693	1034	other
697	1002	815	1034	other
820	1002	981	1034	other
985	1002	1154	1034	other
1159	1002	1168	1034	other
1172	1002	1215	1034	other
1219	1002	1255	1034	other
1259	1002	1312	1034	other
1316	1002	1396	1034	other
1400	1002	1467	1034	other
1471	1002	1524	1034	other
1528	1002	1608	1034	other
601	1042	612	1075	other
617	1042	726	1075	other
731	1042	783	1075	other
788	1042	881	1075	other
885	1042	894	1075	other
898	1042	941	1075	other
945	1042	998	1075	other
1002	1042	1038	1075	other
1139	1042	1191	1075	other
601	1285	687	1318	other
1252	1204	1341	1237	other
1196	1204	1248	1237	other
1139	1204	1191	1237	other
1043	1204	1135	1237	other
1002	1204	1038	1237	other
945	1204	998	1237	other
898	1204	941	1237	other
885	1204	894	1237	other
788	1204	881	1237	other
731	1204	783	1237	other
617	1204	726	1237	other
601	1204	612	1237	other
338	74	466	145	name
52	74	323	145	name
179	2103	285	2136	other
289	2103	341	2136	other
346	2103	451	2136	other
78	2186	161	2219	other
174	1862	257	1894	other
78	2020	158	2052	other
601	1326	612	1359	other
617	1326	693	1359	other
697	1326	815	1359	other
820	1326	981	1359	other
985	1326	1154	1359	other
1159	1326	1168	1359	other
1172	1326	1215	1359	other
1219	1326	1255	1359	other
1259	1326	1312	1359	other
1316	1326	1396	1359	other
1400	1326	1467	1359	other
1471	1326	1524	1359	other
1528	1326	1608	1359	other
601	1366	612	1399	other
617	1366	726	1399	other
731	1366	783	1399	other
788	1366	881	1399	other
885	1366	894	1399	other
898	1366	941	1399	other
945	1366	998	1399	other
1002	1366	1038	1399	other
1043	1366	1135	1399	other
1139	1366	1191	1399	other
1196	1366	1248	1399	other
1252	1366	1341	1399	other
601	1535	612	1568	other
617	1535	698	1568	other
703	1535	732	1568	other
736	1535	803	1568	other
808	1535	860	1568	other
865	1535	944	1568	other
949	1535	1027	1568	other
601	1576	612	1609	other
617	1576	710	1609	other
715	1576	858	1609	other
863	1576	892	1609	other
897	1576	959	1609	other
963	1576	1054	1609	other
1059	1576	1150	1609	other
1155	1576	1211	1609	other
1216	1576	1367	1609	other
601	1616	612	1649	other
617	1616	694	1649	other
698	1616	742	1649	other
747	1616	804	1649	other
809	1616	867	1649	other
601	1657	612	1690	other
617	1657	677	1690	other
682	1657	729	1690	other
734	1657	792	1690	other
796	1657	918	1690	other
922	1657	975	1690	other
601	1697	612	1730	other
617	1697	764	1730	other
769	1697	798	1730	other
803	1697	855	1730	other
859	1697	911	1730	other
601	2075	685	2108	other
601	2116	740	2148	other
745	2116	803	2148	other
807	2116	877	2148	other
881	2116	973	2148	other
481	74	718	145	name
1476	81	1600	118	other
601	210	712	251	other
719	210	945	251	other
601	1979	815	2020	other
601	824	771	866	other
601	1480	881	1521	other
887	1480	1075	1521	other
601	1810	905	1852	other
601	2229	827	2270	other
697	1164	815	1197	other
820	1164	981	1197	other
985	1164	1154	1197	other
1159	1164	1168	1197	other
1172	1164	1215	1197	other
1219	1164	1255	1197	other
1259	1164	1312	1197	other
1316	1164	1396	1197	other
1400	1164	1467	1197	other
1471	1164	1524	1197	other
1528	1164	1608	1197	other
78	1215	164	1248	other
78	1256	246	1288	phone
78	1307	153	1340	other
78	1347	513	1380	email
78	1439	188	1472	other
78	1531	186	1564	other
78	1714	270	1753	other
78	1781	104	1813	other
109	1781	219	1813	other
224	1781	242	1813	other
247	1781	411	1813	other
415	1781	493	1813	other
78	1821	104	1854	other
109	1821	265	1854	other
269	1821	322	1854	other
78	1862	104	1894	other
109	1862	169	1894	other
78	1953	198	1992	other
601	387	668	420	other
78	1480	163	1512	address
78	1388	107	1421	email
954	1083	1074	1116	project_name
844	1083	949	1116	project_name
825	1083	839	1116	project_name
743	1083	820	1116	project_name
601	1083	739	1116	project_name
1072	880	1251	913	project_name
1014	880	1067	913	project_name
823	880	1010	913	project_name
711	880	818	913	project_name
692	880	706	913	project_name
601	880	687	913	project_name
1516	307	1612	338	company_date
1602	267	1612	298	company_date
1535	267	1599	298	company_date
1403	267	1531	298	company_date
1195	265	1289	298	company_name
1080	265	1190	298	company_name
918	265	1029	298	position
769	265	913	298	position
701	265	765	298	position
601	265	697	298	position
78	1164	177	1197	gender
185	1072	254	1105	date_of_birth
139	1072	180	1105	date_of_birth
78	1072	134	1105	date_of_birth
601	1245	667	1278	project_name
673	1245	686	1278	project_name
691	1245	800	1278	project_name
804	1245	984	1278	project_name
78	1031	141	1064	other
146	1031	175	1064	other
179	1031	241	1064	other
78	1123	175	1156	other
601	1123	687	1156	other
601	1164	612	1197	other
617	1164	693	1197	other
78	2103	174	2136	other
1403	882	1531	912	other
1535	882	1599	912	other
1602	882	1612	912	other
1516	922	1612	953	other
1548	1867	1613	1898	other
601	346	687	379	other
601	427	612	460	other
624	427	693	460	other
698	427	750	460	other
754	427	856	460	other
860	427	917	460	other
922	427	933	460	other
938	427	1015	460	other
1020	427	1112	460	other
601	468	612	501	other
624	468	695	501	other
700	468	752	501	other
756	468	842	501	other
846	468	954	501	other
958	468	1016	501	other
1020	468	1078	501	other
1083	468	1135	501	other
1140	468	1232	501	other
1236	468	1260	501	other
1265	468	1347	501	other
1352	468	1388	501	other
1392	468	1464	501	other
1469	468	1519	501	other
1524	468	1615	501	other
601	509	747	541	other
751	509	817	541	other
822	509	856	541	other
860	509	996	541	other
1001	509	1157	541	other
1162	509	1287	541	other
1292	509	1363	541	other
1368	509	1482	541	other
1487	509	1598	541	other
601	549	673	582	other
678	549	743	582	other
747	549	868	582	other
601	590	612	623	other
624	590	693	623	other
698	590	841	623	other
846	590	875	623	other
880	590	998	623	other
1002	590	1174	623	other
1179	590	1316	623	other
1321	590	1387	623	other
1391	590	1425	623	other
1430	590	1496	623	other
1501	590	1585	623	other
601	630	612	663	other
624	630	733	663	other
738	630	830	663	other
834	630	886	663	other
891	630	933	663	other
938	630	990	663	other
673	387	877	420	other
