959	1408	1063	1441	other
581	146	1015	210	other
1027	146	1223	210	other
236	286	356	334	other
363	286	398	334	other
405	286	705	334	other
236	355	310	389	other
273	401	297	432	other
323	399	375	433	other
380	399	463	433	other
468	399	528	433	other
533	399	590	433	other
273	446	297	477	other
323	444	394	478	other
399	444	517	478	other
522	444	579	478	other
584	444	660	478	other
665	444	752	478	other
757	444	867	478	other
872	444	990	478	other
994	444	1111	478	other
273	490	297	521	other
323	488	394	522	other
399	488	426	522	other
430	488	525	522	other
529	488	634	522	other
639	488	747	522	other
752	488	839	522	other
844	488	900	522	other
905	488	968	522	other
973	488	1032	522	other
1037	488	1091	522	other
1096	488	1123	522	other
1128	488	1221	522	other
236	536	420	569	other
273	582	297	613	other
323	580	387	614	other
392	580	493	614	other
498	580	584	614	other
589	580	615	614	other
620	580	707	614	other
712	580	817	614	other
273	626	297	657	other
323	624	394	658	other
399	624	592	658	other
273	671	297	702	other
323	669	394	703	other
399	669	424	703	other
659	1408	767	1441	other
772	1408	885	1441	other
890	1408	953	1441	other
1068	1408	1096	1441	other
1102	1408	1167	1441	other
1172	1408	1306	1441	other
1310	1408	1337	1441	other
1342	1408	1403	1441	other
1408	1408	1453	1441	other
1458	1408	1494	1441	other
1499	1408	1538	1441	other
309	1443	343	1476	other
347	1443	403	1476	other
408	1443	521	1476	other
526	1443	554	1476	other
559	1443	665	1476	other
236	1483	263	1517	other
268	1483	331	1517	other
259	1534	272	1564	other
309	1532	439	1565	other
450	1532	600	1565	other
611	1532	673	1565	other
683	1532	779	1565	other
790	1532	942	1565	other
953	1532	1063	1565	other
1073	1532	1120	1565	other
1131	1532	1196	1565	other
1207	1532	1369	1565	other
1380	1532	1427	1565	other
1437	1532	1538	1565	other
309	1567	399	1601	other
403	1567	506	1601	other
511	1567	634	1601	other
638	1567	707	1601	other
712	1567	801	1601	other
259	1612	272	1643	other
309	1610	414	1644	other
419	1610	577	1644	other
582	1610	671	1644	other
676	1610	801	1644	other
806	1610	861	1644	other
866	1610	922	1644	other
926	1610	973	1644	other
978	1610	1058	1644	other
1070	1610	1154	1644	other
1159	1610	1198	1644	other
1203	1610	1290	1644	other
259	1656	272	1686	other
309	1654	399	1687	other
403	1654	467	1687	other
472	1654	574	1687	other
579	1654	643	1687	other
648	1654	753	1687	other
757	1654	795	1687	other
800	1654	873	1687	other
878	1654	896	1687	other
259	1699	272	1730	other
309	1697	399	1731	other
415	1697	485	1731	other
501	1697	603	1731	other
619	1697	689	1731	other
705	1697	818	1731	other
834	1697	916	1731	other
932	1697	1077	1731	other
1094	1697	1132	1731	other
1148	1697	1205	1731	other
1221	1697	1275	1731	other
1291	1697	1372	1731	other
1387	1697	1434	1731	other
1450	1697	1538	1731	other
309	1732	448	1766	other
463	1867	642	1900	other
444	810	491	844	company_date
236	810	332	844	company_date
429	669	532	703	other
537	669	594	703	other
599	669	688	703	other
693	669	740	703	other
745	669	834	703	other
236	744	566	791	other
574	744	779	791	other
969	851	982	884	other
987	851	1048	884	other
1052	851	1155	884	other
1160	851	1187	884	other
1192	851	1246	884	other
236	896	263	930	other
268	896	327	930	other
338	896	441	930	other
452	896	514	930	other
525	896	594	930	other
604	896	728	930	other
739	896	882	930	other
893	896	937	930	other
947	896	974	930	other
985	896	1039	930	other
1049	896	1133	930	other
1144	896	1191	930	other
1202	896	1324	930	other
1335	896	1421	930	other
1431	896	1470	930	other
1481	896	1538	930	other
236	937	377	970	other
382	937	429	970	other
434	937	506	970	other
236	982	263	1015	other
268	982	375	1016	other
380	982	478	1016	other
484	982	593	1016	other
599	982	615	1016	other
621	982	709	1016	other
714	982	753	1016	other
758	982	817	1016	other
823	982	938	1016	other
943	982	992	1016	other
997	982	1042	1016	other
1048	982	1146	1016	other
1152	982	1168	1016	other
1173	982	1236	1016	other
1241	982	1310	1016	other
1316	982	1344	1016	other
1350	982	1469	1016	other
1475	982	1537	1016	other
236	1022	265	1056	other
270	1022	295	1056	other
300	1022	388	1056	other
393	1022	409	1056	other
414	1022	476	1056	other
481	1022	587	1056	other
592	1022	673	1056	other
678	1022	694	1056	other
699	1022	785	1056	other
789	1022	901	1056	other
236	1067	263	1101	other
268	1068	339	1101	other
259	1118	272	1149	other
309	1116	439	1150	other
450	1116	600	1150	other
884	1773	897	1807	other
902	1773	963	1807	other
967	1773	1070	1807	other
1075	1773	1102	1807	other
1107	1773	1209	1807	other
236	1818	263	1852	other
268	1818	358	1852	other
362	1818	426	1852	other
431	1818	526	1852	other
530	1818	618	1852	other
