94	2173	148	2198	other
354	415	518	440	other
323	415	345	440	other
1255	386	1365	411	other
1223	386	1245	411	other
805	386	874	411	other
773	386	795	411	other
354	386	453	411	other
323	386	345	411	other
182	386	241	411	other
108	386	179	411	other
426	358	480	383	other
374	358	422	383	other
323	358	371	383	other
159	358	221	383	other
108	358	156	383	other
1292	330	1353	355	other
1274	330	1289	355	other
1255	330	1271	355	other
1223	330	1245	355	other
860	330	921	355	other
842	330	857	355	other
823	330	838	355	other
805	330	820	355	other
773	330	795	355	other
410	330	493	355	other
392	330	407	355	other
373	330	388	355	other
355	330	370	355	other
323	330	345	355	other
1310	302	1371	327	other
1292	302	1307	327	other
1273	302	1288	327	other
1255	302	1270	327	other
1223	302	1245	327	other
873	302	955	327	other
842	302	869	327	other
823	302	838	327	other
805	302	820	327	other
773	302	795	327	other
373	302	444	327	other
355	302	370	327	other
323	302	345	327	other
108	302	247	327	other
214	254	344	279	other
108	254	211	279	other
195	2173	210	2198	other
171	2173	191	2198	other
152	2173	167	2198	other
1153	488	1168	513	other
1252	488	1267	513	other
1352	488	1367	513	other
1452	488	1467	513	other
1554	488	1569	513	other
108	536	227	561	other
198	568	273	593	other
840	568	855	593	other
996	568	1048	593	other
1253	568	1267	593	other
108	690	203	715	other
207	690	335	715	other
108	754	118	779	other
121	754	210	779	other
1373	443	1421	468	other
1303	443	1369	468	other
804	415	876	440	other
773	415	795	440	other
213	754	228	779	other
231	754	289	779	other
292	754	405	779	other
410	754	452	779	other
455	754	588	779	other
591	754	614	779	other
618	754	654	779	other
657	754	758	779	other
108	796	118	821	other
121	796	176	821	other
180	796	237	821	other
240	796	369	821	other
373	796	414	821	other
418	796	507	821	other
510	796	677	821	other
681	796	732	821	other
785	466	909	491	other
973	466	1017	491	other
1021	466	1072	491	other
