835	581	853	612	other
206	581	255	612	other
1540	547	1557	578	other
989	547	1053	578	other
835	547	853	578	other
989	819	1053	850	other
1245	819	1262	850	other
206	853	291	884	other
835	853	853	884	other
989	853	1053	884	other
1245	853	1262	884	other
206	887	360	918	other
835	887	853	918	other
989	887	1053	918	other
1340	887	1362	918	other
206	921	301	952	other
206	1023	303	1054	other
835	1023	853	1054	other
989	1023	1053	1054	other
94	1804	171	1835	other
94	1668	419	1698	other
94	1123	277	1154	other
415	175	518	205	other
392	175	410	205	other
368	175	387	205	other
835	819	853	850	other
345	175	364	205	other
255	819	348	850	other
206	819	250	850	other
1440	785	1457	816	other
989	785	1053	816	other
835	785	853	816	other
206	785	301	816	other
319	751	403	782	other
255	751	314	782	other
206	751	250	782	other
339	649	357	680	other
206	649	334	680	other
1245	615	1262	646	other
989	615	1053	646	other
835	615	853	646	other
206	615	304	646	other
1245	581	1262	612	other
989	581	1053	612	other
1582	2248	1597	2273	other
835	1942	853	1972	other
260	1942	367	1972	other
206	1942	255	1972	other
295	1908	385	1938	other
206	1908	291	1938	other
1540	1874	1557	1904	other
989	1874	1053	1904	other
835	1874	853	1904	other
410	1874	491	1904	other
326	1874	405	1904	other
206	1874	321	1904	other
1440	1840	1457	1870	other
989	1840	1053	1870	other
835	1840	853	1870	other
206	1840	298	1870	other
989	1737	1053	1768	other
835	1737	853	1768	other
206	1737	268	1768	other
989	1703	1053	1734	other
835	1703	853	1734	other
1557	2248	1578	2273	other
1538	2248	1554	2273	other
1480	2248	1535	2273	other
321	2248	427	2273	other
238	2248	318	2273	other
94	2248	235	2273	other
1501	71	1597	99	other
1485	71	1496	99	other
1421	71	1481	99	other
1352	71	1417	99	other
1259	71	1348	99	other
989	1976	1053	2006	other
1343	1976	1359	2006	other
206	2010	311	2040	other
315	2010	383	2040	other
835	2010	853	2040	other
989	2010	1053	2040	other
1343	2010	1359	2040	other
206	2078	321	2108	other
326	2078	415	2108	other
835	2078	853	2108	other
989	2078	1053	2108	other
1440	2078	1457	2108	other
206	2112	311	2142	other
315	2112	372	2142	other
377	2112	499	2142	other
835	1976	853	2006	other
206	1976	304	2006	other
1343	1942	1359	1972	other
989	1942	1053	1972	other
206	1567	357	1598	other
766	359	922	390	other
960	359	1015	390	other
1020	359	1083	390	other
1279	343	1362	373	other
1367	343	1427	373	other
1147	377	1165	407	other
1244	377	1263	407	other
1342	377	1360	407	other
1440	377	1458	407	other
1539	377	1558	407	other
206	445	253	475	other
206	479	275	509	other
835	479	853	509	other
989	479	1053	509	other
206	513	258	543	other
263	513	351	543	other
823	513	865	543	other
989	513	1053	543	other
206	547	321	578	other
1440	1023	1457	1054	other
206	1057	243	1088	other
835	1057	853	1088	other
989	1057	1053	1088	other
1440	1057	1457	1088	other
206	1159	264	1190	other
835	1159	853	1190	other
989	1159	1053	1190	other
1440	1159	1457	1190	other
206	1193	327	1224	other
206	1227	340	1258	other
835	1227	853	1258	other
989	1227	1053	1258	other
1440	1227	1457	1258	other
206	1261	307	1292	other
835	1261	853	1292	other
989	1261	1053	1292	other
1440	1261	1457	1292	other
206	1295	289	1326	other
835	1295	853	1326	other
989	1295	1053	1326	other
1440	1295	1457	1326	other
206	1329	267	1360	other
835	1329	853	1360	other
989	1329	1053	1360	other
1343	1329	1359	1360	other
206	1363	338	1394	other
835	1363	853	1394	other
989	1363	1053	1394	other
1343	1363	1359	1394	other
206	1397	258	1428	other
835	1397	853	1428	other
989	1397	1053	1428	other
1343	1397	1359	1428	other
206	1431	266	1462	other
835	1431	853	1462	other
989	1431	1053	1462	other
1343	1431	1359	1462	other
206	1465	246	1496	other
835	1465	853	1496	other
989	1465	1053	1496	other
206	1499	309	1530	other
206	1533	326	1564	other
835	1533	853	1564	other
989	1533	1053	1564	other
1343	1533	1359	1564	other
835	1567	853	1598	other
989	1567	1053	1598	other
206	1601	283	1632	other
835	1601	853	1632	other
989	1601	1053	1632	other
206	1703	366	1734	other
158	208	235	239	other
94	208	153	239	other
1305	175	1381	205	other
1282	175	1301	205	other
1258	175	1277	205	other
1218	175	1246	205	other
876	175	951	205	other
853	175	871	205	other
829	175	848	205	other
806	175	825	205	other
767	175	795	205	other
94	988	155	1018	other
160	988	314	1018	other
319	988	405	1018	other
94	715	220	746	other
94	409	209	440	other
945	308	1073	339	other
866	308	940	339	other
806	308	861	339	other
766	308	794	339	other
609	308	725	339	other
554	308	604	339	other
520	308	549	339	other
449	308	515	339	other
345	308	444	339	other
305	308	333	339	other
766	275	882	305	other
1352	241	1426	272	other
1258	241	1347	272	other
1218	241	1246	272	other
1067	241	1118	272	other
1033	241	1062	272	other
962	241	1028	272	other
806	241	957	272	other
766	241	794	272	other
473	241	547	272	other
345	241	469	272	other
305	241	333	272	other
188	241	261	272	other
94	241	183	272	other
435	208	502	239	other
370	208	430	239	other
305	208	365	239	other
94	2042	186	2073	other
94	141	269	172	other
305	141	333	172	other
345	141	364	172	other
369	141	456	172	other
766	141	794	172	other
806	141	825	172	other
829	141	848	172	other
853	141	886	172	other
891	141	994	172	other
1218	141	1246	172	other
1258	141	1277	172	other
1281	141	1300	172	other
1305	141	1323	172	other
1328	141	1403	172	other
305	175	333	205	other
