1259	74	1348	99	Nguyen	other
1352	74	1417	99	Manh	other
1421	74	1481	99	Tuan	other
1485	74	1496	99	-	other
1501	74	1597	99	Resume	other
94	2251	235	2273	CV_NGUYỄN	other
238	2251	318	2273	THANH	other
321	2251	427	2273	TÙNG_En	other
1480	2251	1535	2273	Page	other
1538	2251	1554	2273	4	other
1557	2251	1578	2273	of	other
1582	2251	1597	2273	5	other
94	144	269	172	Experiences:	project
305	144	333	172	0:	project
345	144	364	172	0	project
369	144	456	172	month	project
766	144	794	172	2:	project
806	144	825	172	6	project
829	144	848	172	–	project
853	144	886	172	12	project
891	144	994	172	months	project
1218	144	1246	172	4:	project
1258	144	1277	172	2	project
1281	144	1300	172	–	project
1305	144	1323	172	5	project
1328	144	1403	172	years	project
305	178	333	205	1:	project
345	178	364	205	1	project
368	178	387	205	–	project
392	178	410	205	6	project
415	178	518	205	months	project
766	178	794	205	3:	project
806	178	825	205	1	project
829	178	848	205	–	project
853	178	871	205	2	project
876	178	951	205	years	project
1218	178	1246	205	5:	project
1258	178	1277	205	>	project
1282	178	1301	205	5	project
1305	178	1381	205	years	project
94	211	153	239	Last	project
158	211	235	239	used:	project
305	211	365	239	Last	project
370	211	430	239	year	project
435	211	502	239	used	project
94	244	183	272	Expert	project
188	244	261	272	level:	project
305	244	333	272	1:	project
345	244	469	272	Beginner	project
473	244	547	272	Level	project
766	244	794	272	3:	project
806	244	957	272	Sometimes	project
962	244	1028	272	have	project
1033	244	1062	272	to	project
1067	244	1118	272	use	project
1218	244	1246	272	5:	project
1258	244	1347	272	Expert	project
1352	244	1426	272	Level	project
766	278	882	305	manuals	project
305	311	333	339	2:	project
345	311	444	339	Always	project
449	311	515	339	have	project
520	311	549	339	to	project
554	311	604	339	use	project
609	311	725	339	manuals	project
766	311	794	339	4:	project
806	311	861	339	Can	project
866	311	940	339	solve	project
945	311	1073	339	problems	project
766	362	922	390	Experiences	other
960	362	1015	390	Last	other
1020	362	1083	390	used	other
1279	346	1362	373	Expert	other
1367	346	1427	373	level	other
1147	380	1165	407	1	other
1244	380	1263	407	2	other
1342	380	1360	407	3	other
1440	380	1458	407	4	other
1539	380	1558	407	5	other
94	412	209	440	Platform	project
206	448	253	475	AIX	other
206	482	275	509	Linux	other
835	482	853	509	5	other
989	482	1053	509	2012	other
206	516	258	543	Sun	other
263	516	351	543	Solaris	other
823	516	865	543	0.5	other
989	516	1053	543	2007	other
206	550	321	578	Windows	other
835	550	853	578	5	other
989	550	1053	578	2012	other
1540	550	1557	578	x	other
206	584	255	612	iOS	other
835	584	853	612	2	other
989	584	1053	612	2011	other
1245	584	1262	612	x	other
206	618	304	646	Android	other
835	618	853	646	2	other
989	618	1053	646	2011	other
1245	618	1262	646	x	other
206	652	334	680	Winphone	other
339	652	357	680	8	other
94	718	220	746	Database	project
206	754	250	782	MS	other
255	754	314	782	SQL	other
319	754	403	782	Server	other
206	788	301	816	MySQL	other
835	788	853	816	4	other
989	788	1053	816	2012	other
1440	788	1457	816	x	other
206	822	250	850	MS	other
255	822	348	850	Access	other
835	822	853	850	3	other
989	822	1053	850	2010	other
1245	822	1262	850	x	other
206	856	291	884	Oracle	other
835	856	853	884	1	other
989	856	1053	884	2012	other
1245	856	1262	884	x	other
206	890	360	918	PostgreSQL	other
835	890	853	918	2	other
989	890	1053	918	2009	other
1340	890	1362	918	X	other
206	924	301	952	Sybase	other
94	991	155	1018	Web	project
160	991	314	1018	Application	project
319	991	405	1018	server	project
206	1026	303	1054	Apache	other
835	1026	853	1054	4	other
989	1026	1053	1054	2012	other
1440	1026	1457	1054	x	other
206	1060	243	1088	IIS	other
835	1060	853	1088	2	other
989	1060	1053	1088	2009	other
1440	1060	1457	1088	x	other
94	1126	277	1154	Programming	project
206	1162	264	1190	ASP	other
835	1162	853	1190	2	other
989	1162	1053	1190	2006	other
1440	1162	1457	1190	x	other
206	1196	327	1224	ASP.NET	other
206	1230	340	1258	Assembler	other
835	1230	853	1258	3	other
989	1230	1053	1258	2007	other
1440	1230	1457	1258	x	other
206	1264	307	1292	C#.NET	other
835	1264	853	1292	1	other
989	1264	1053	1292	2010	other
1440	1264	1457	1292	x	other
206	1298	289	1326	C/C++	other
835	1298	853	1326	5	other
989	1298	1053	1326	2012	other
1440	1298	1457	1326	x	other
206	1332	267	1360	Java	other
835	1332	853	1360	4	other
989	1332	1053	1360	2012	other
1343	1332	1359	1360	x	other
206	1366	338	1394	JavaScript	other
835	1366	853	1394	1	other
989	1366	1053	1394	2011	other
1343	1366	1359	1394	x	other
206	1400	258	1428	Perl	other
835	1400	853	1428	1	other
989	1400	1053	1428	2011	other
1343	1400	1359	1428	x	other
206	1434	266	1462	PHP	other
835	1434	853	1462	4	other
989	1434	1053	1462	2012	other
1343	1434	1359	1462	x	other
206	1468	246	1496	VB	other
835	1468	853	1496	5	other
989	1468	1053	1496	2012	other
206	1502	309	1530	VB.NET	other
206	1536	326	1564	XML/XSL	other
835	1536	853	1564	4	other
989	1536	1053	1564	2012	other
1343	1536	1359	1564	x	other
206	1570	357	1598	ActionScript	other
835	1570	853	1598	4	other
989	1570	1053	1598	2012	other
206	1604	283	1632	VHDL	other
835	1604	853	1632	3	other
989	1604	1053	1632	2008	other
94	1671	419	1698	Frameworks/Middleware	project
206	1706	366	1734	COM/DCOM	other
835	1706	853	1734	3	other
989	1706	1053	1734	2005	other
206	1740	268	1768	MTS	other
835	1740	853	1768	2	other
989	1740	1053	1768	2003	other
94	1807	171	1835	Tools	project
206	1843	298	1870	Eclipse	other
835	1843	853	1870	4	other
989	1843	1053	1870	2012	other
1440	1843	1457	1870	x	other
206	1877	321	1904	Microsoft	other
326	1877	405	1904	Visual	other
410	1877	491	1904	Studio	other
835	1877	853	1904	5	other
989	1877	1053	1904	2012	other
1540	1877	1557	1904	x	other
206	1911	291	1938	Oracle	other
295	1911	385	1938	Design	other
206	1945	255	1972	PIC	other
260	1945	367	1972	compiler	other
835	1945	853	1972	3	other
989	1945	1053	1972	2007	other
1343	1945	1359	1972	x	other
206	1979	304	2006	Proteus	other
835	1979	853	2006	3	other
989	1979	1053	2006	2007	other
1343	1979	1359	2006	x	other
206	2013	311	2040	Rational	other
315	2013	383	2040	Rose	other
835	2013	853	2040	3	other
989	2013	1053	2040	2010	other
1343	2013	1359	2040	x	other
94	2045	186	2073	Others	project
206	2081	321	2108	Microsoft	other
326	2081	415	2108	Project	other
835	2081	853	2108	4	other
989	2081	1053	2108	2010	other
1440	2081	1457	2108	x	other
206	2115	311	2142	Rational	other
315	2115	372	2142	Test	other
377	2115	499	2142	Real-time	other
